作品名称,简介
《我的精神家园》,自由的锋芒，幽默的风度。王小波作为我们这个时代真正自由的人，既享受思维的乐趣，拥抱理性与常识，也跟随灵魂的舞蹈，在凡俗生活之外拥有一个诗意的世界。他让我们看到自由的真相：既理性又激情，既现实又浪漫，既精英又平民，既深刻又有趣。小波的文字极有特色。就像帕瓦罗蒂一张嘴，不用报名，你就知道这是帕瓦罗蒂，胡里奥一唱你就知道是胡里奥一样，小波的文字也是这样，你一看就知道出自他的手笔。
《长恨歌》,《长恨歌》是王安忆创作的长篇小说，首次出版于1996年。
《小鲍庄》,《小鲍庄》中篇小说，原载《中国作家》1985年第二期。本书是作者创作生涯中经典小说的结集，共收六个短篇和四个中篇。这些作品多取材于青年人的生活，反映了各色各样青年人的欢乐、苦恼、追求和理想。这个集子集中地体现了作者在艺术上的追求。
《流逝》,《流逝》是王安忆的一篇中篇小说。故事发生在文革时的上海，描写一个资本家家庭在十年动乱中的生活境遇和变迁，主要塑造了主人公欧阳端丽的性格。写她在历史的遭遇面前，在命运浮沉之中，成功地进行了一次角色的转型。结构紧凑，语言朴素。《流逝》获1981—1982年全国优秀中篇小说奖。另外还有同名歌曲《流逝》。
《就这么回事》,《就这么回事》是1996年3月华艺出版社出版的图书，作者是何顿。
《窗外》,《窗外》是琼瑶创作的首部长篇小说，首次发表于1963年。
《几度夕阳红》,《几度夕阳红》是琼瑶经典代表作之一，真正的爱情中一定有痛苦，而从痛苦中提炼出来的爱情才更真挚而永恒。
《庭院深深》,《庭院深深》是琼瑶创作的长篇小说，首次出版于1969年。
《还珠格格》,《还珠格格》是琼瑶创作的长篇小说，出版于1997—2003年。
《梅花烙》,《梅花烙》是中国台湾女作家琼瑶创作的小说，是其三部曲《梅花三弄》系列的第一部。取材于琼瑶1971年的小说集《白狐》中一篇同名为《白狐》的故事，但改动较多，已和原小说相差甚远。《梅花三弄》系列后两部依次为《鬼丈夫》、《水云间》。
《一帘幽梦》,《一帘幽梦》是中国台湾作家琼瑶创作的长篇小说，创作于1973年。
《烟雨濛濛》,《烟雨濛濛》是中国台湾作家琼瑶创作的长篇小说，首次出版于1963年。
《水云间》,小说《水云间》，作者琼瑶，长江文艺出版社出版。讲述梅若鸿和航业钜子之女杜芊芊的一场欢合凄美的爱情故事。电视剧版《水云间》是琼瑶的著名小说《梅花三弄》三部曲第三部，前两部分别为《梅花烙》、《鬼丈夫》。与此同时风中采莲有同名专辑《水云间》，风中采莲是湖南长沙的一名教师 ，毕业于湖南省财经学院经济管理专业，并同时获得湖南师范大学音乐教育本科学历。曾经从事多年儿童音乐教育工作，并多次获得湖南省儿童音乐教育教学比赛第一名。
《步步惊心》,《步步惊心》是当代作家桐华创作的长篇小说，2005年起在晋江原创网连载，2006年首次出版，2009年出版修订本。
《大漠谣》,《大漠谣》是作家桐华继《步步惊心》之后创作的第二部长篇爱情小说，亦是其代表作品之一。
《云中歌》,《云中歌》是作家桐华所写的一本言情小说，是《大汉情缘》系列小说的第二部，三部小说的背景及人物有贯通和串联，但是彼此又是独立的故事。《云中歌》承接了上部作品《大漠谣》的故事背景，讲述西汉时期，霍去病与金玉的女儿霍云歌与汉昭帝刘弗陵和才子孟珏的爱情故事。
《那片星空那片海》,《那片星空那片海》是根据桐华同名小说改编的现代偶像玄幻电视剧，由浙江梦幻星生园影视文化有限公司出品，卫翰韬、邓衍成、胡明凯和阮惟新执导，冯绍峰、郭碧婷、黄宥明、王阳明、王萌黎、王彦霖、隋咏良、郭晓婷等联袂主演。
《散落星河的记忆》,桐华2017年科幻言情新作，在基因决定生死的未来世界，寻找至死不渝的爱情。
《人间正道》,《人间正道》是一本官场小说，作者是周梅森。
《中国制造》,将文春明送出门。姜超林看着窗外平阳的万家灯火，陷入了深思。
《绝对权力》,《绝对权力》是2009年吉林出版集团有限公司出版的图书，作者是周梅森。《绝对权力》是一部深刻思索权力监督问题的意义深远的优秀政治小说。
《国家公诉》,《国家公诉》是 2009年吉林出版集团有限责任公司出版的图书，作者是周梅森
《犯人李铜钟的故事》,《犯人李铜钟的故事》作者张一弓，1935年生于河南开封。小说讲述了李铜钟是实事求是的模范。出于一个共产党员的党性，他一贯抵制左倾路线和浮夸风，反对在大跃进中搞“化妆劳动”的虚假行为；他坚持说实话，办实事，宁愿“骑乌龟”，被批判为“右倾”，也要如实上报粮食产量。李铜钟又是舍身忘己、为民请命的悲剧英雄。
《许茂和他的女儿们》,《许茂和他的女儿们》是农民作家周克芹所著的长篇小说，发表于《红岩》1979年2期。
《铁屋中的呐喊》,《铁屋中的呐喊》是浙江大学出版社2016年出版的书籍，作者为李欧梵。
《西潮的彼岸》,本书为作者在海外求学和任教将近四十年里谈中西文学之文章集合，既是一本“我那时真年轻”的感情记录，也不难看出作者对现代南美和东欧、特别是捷克文学的浓厚兴趣，显示了一种“直面后看”的个人化的历史记忆。
《上海摩登》,《上海摩登》是2010年3月1日人民文学出版社出版的图书，作者是李欧梵。该书洋溢着战前上海的独特风味，对于上海这个悲情传奇的都市在大时代中的生活，描写得细致入微。
《狐狸洞话语》,《狐狸洞话语》是2010年人民文学出版社出版的图书，作者是李欧梵 。
《浪漫与偏见》,《浪漫与偏见》是2005年9月上海书店出版社出版的图书，作者是李欧梵。
《年轻的思绪》,《年轻的思绪――汪国真抒情诗抄》是1991年江西文艺出版社出版的图书，作者是汪国真。
《热爱生命》,《热爱生命》是现代诗人汪国真创作的诗歌，是一首富含励志色彩的抒情体新诗。此诗以成功、爱情、奋斗和未来四个肯定的回答，阐释为何要热爱生命的哲理。全诗语言真切、明朗亦亮丽，用了四个较为工整的排比诗节来展现其内容，对称性强而富于音律美。
《雨的随想》,中国大陆当代诗人汪国真所作散文。
《荷花淀》,《荷花淀》是孙犁的代表作之一。选自孙犁小说、散文集《白洋淀纪事》。全文充满诗意，被称为“诗体小说”。在激烈残酷的抗日战争里，一个关系着民族存亡的大背景下，小说选取小小的白洋淀的一隅，表现农村妇女既温柔多情，又坚贞勇敢的性格和精神。
《芦花荡》,孙犁的作品以小说、散文集《白洋淀纪事》为其秀雅、隽永的创作风格的代表作，其中《荷花淀》、《嘱咐》等短篇作为现代文学史上负有盛名的篇章。被文艺界视之为“荷花淀派”的主要代表作。《荷花淀》是孙犁的代表作。荷花淀派，以孙犁为代表的一个当代文学的流派。选自《白洋淀纪事》，与《荷花淀》是姊妹篇，是“白洋淀纪事之一”，是“荷花淀派”的代表作品。全文充满诗意，被称为“诗体小说”。在激烈残酷的抗日战争这样一个关系着民族存亡的大背景下，小说选取小小的白洋淀的一隅，表现农村妇女既温柔多情，又坚贞勇敢的性格和精神。在战火硝烟中，夫妻之情、家国之爱，纯美的人性、崇高的品格，像白洋淀盛开的荷花一样，美丽灿烂。孙犁的小说以抗日战争时期直至中华人民共和国成立初期冀中平原和冀西山区农村为背景，生动地再现了当地人民群众的生活和战斗。
《舒婷文集》,舒婷，原名龚佩瑜，朦胧诗派代表人物，1966年开始写诗，1998年后主要创作散文、随笔。诗集有《会唱歌的鸢尾花》、《始祖鸟》等；散文集有《心烟》《秋天的情绪》《今夜你有好心情》等十多部；出版《舒婷文集》三卷。作品被翻译成多国文字。
《百合花》,《百合花》是茹志鹃创作的短篇小说，首发于《延河》1958年第3期。小说以解放战争中淮海战役为背景，描写的是1946年的中秋之夜，在部队发起总攻之前，小通讯员送文工团的女战士“我”到前沿包扎所，和他们到包扎所后向一个刚过门三天的新媳妇借被子的小故事，表现了战争年代崇高纯洁的人际关系，歌颂了人性美和人情美。
《静静的产院》,《静静的产院》是当代作家茹志鹃创作的一部短篇小说，创作于1962年。
《冈底斯的诱惑》,《冈底斯的诱惑》作者马原，1953年生，辽宁锦州人。1982年进藏工作，并开始发表作品。已出版小说集《西海无帆船》、《冈底斯的诱惑》、《虚构》，长篇小说《上下都很平坦》等。马原的作品大多吸收魔幻现实主义艺术表现的长处，在叙述形态和时空处理上显示出自己的特点。
《虚构》,《虚构》是中国当代“先锋派”作家马原的一部中篇小说。
《上下都很平坦》,《上下都很平坦》是2010年4月作家出版社出版的图书，作者是马原。本书是一本以“知青下乡”为背景展开的长篇小说。
《围墙》,《围墙》是陆文夫创作的短篇小说，发表于1983年第二期《人民文学》，并获得1983年全国优秀短篇小说奖。小说描写某建筑设计所围墙倒塌又重新修建好的故事，以嘲讽的方式，揭示不顾办事效率、推诿扯皮、空谈误事等一些在现实生活中已经被人们习以为常的弊端。
《美食家》,中篇小说《美食家》是陆文夫的代表作，1983年发表于《收获》第一期。故事讲述了革命干部高小庭和资本家朱自冶四十余年的浮沉纠葛，从一个特殊的角度解剖了近半个世纪的中国社会生活，反映了时代的变迁和人们价值观念的变化。
